Manga,First Issue,Final Issue,Manga artist
Jojo's Bizarre Adventure Part 6: Stone Ocean (ストーンオーシャン, ジョジョの奇妙な冒険 Part6 ストーンオーシャン),#1, 2000,#19, 2003,Hirohiko Araki
Bremen (無頼男 -ブレーメン-, 無頼男 -ブレーメン-),#1, 2000,#19, 2001,Haruto Umezawa
Tsurikkīzu Pintarō (ツリッキーズピン太郎, ツリッキーズピン太郎),#12, 2000,#31, 2000,Makura Shō, Takeshi Okano
Sanjūshi (三獣士, 三獣士),#13, 2000,#32, 2000,Kanako Tanaka
Sand Land (SAND LAND),#23, 2000,#36-37, 2000,Akira Toriyama
Normandy Secret Club (ノルマンディーひみつ倶楽部, ノルマンディーひみつ倶楽部),#24, 2000,#20, 2001,Mikio Itō
Black Cat (BLACK CAT),#32, 2000,#29, 2004,Kentaro Yabuki
Kaiser Spike (カイゼルスパイク),#33, 2000,#46, 2000,Yusuke Takeyama
Rocket de Tsukinukero! (ロケットでつきぬけろ!, ロケットでつきぬけろ!),#34, 2000,#44, 2000,Yuki
Pyu to Fuku! Jaguar (ピューと吹く!ジャガー, ピューと吹く!ジャガー),#38, 2000,#38, 2010,Kyosuke Usuta
Junjō Pine (純情パイン, 純情パイン),#47, 2000,#9, 2001,Namie Odama
Lilim Kiss (りりむキッス, りりむキッス),#48, 2000,#21-22, 2001,Mizuki Kawashita
Bakabakashino! (バカバカしいの!, バカバカしいの!),#49, 2000,#10, 2001,Hiroshi Gamō (as Hiroshino Gamō)
Gun Blaze West (GUN BLAZE WEST),#2, 2001,#35, 2001,Nobuhiro Watsuki
Jūshin Ikaritorajiro (重臣 猪狩虎次郎, 重臣 猪狩虎次郎),#11, 2001,#34, 2001,Tsunomaru
Bobobōbo Bōbobo (ボボボーボ・ボーボボ, ボボボーボ・ボーボボ),#12, 2001,#50, 2005,Yoshio Sawai
Mr. Fullswing (Mr.FULLSWING),#23, 2001,#23, 2006,Shinya Suzuki
Karasuman (鴉MAN),#24, 2001,#40, 2001,Hajime Kazu
Magician² (魔術師², 魔術師²),#35, 2001,#51, 2001,Takeshi Okano
Bleach (BLEACH),#36-37, 2001,#38, 2016[29],Tite Kubo
I'm a Faker! (I'm A Faker!),#42, 2001,#52, 2001,Kazuya Yamamoto
Grand Vacan (グラン・バガン),#43, 2001,#1, 2002,Kazushige Yamada
Mononoke! Nyantarō (もののけ!にゃんタロー),#51, 2001,#11, 2002,Kazumata Oguri
Sowaka (ソワカ),#52, 2001,#24, 2002,Naoki Azuma
Sakuratetsu Taiwahen (サクラテツ対話篇, サクラテツ対話篇),#1, 2002,#21, 2002,Ryu Fujisaki
Akkera Kanjinchō (あっけら貫刃帖, あっけら貫刃帖),#11, 2002,#22-23, 2002,Yuki Kobayashi
Strawberry 100% (いちご100%),#12, 2002,#35, 2005,Mizuki Kawashita
Shōnen Espa Nejime (少年エスパーねじめ),#13, 2002,#33, 2002,Namie Odama
Pretty Face (プリティフェイス, プリティフェイス),#24, 2002,#28, 2003,Yasuhiro Kano
Number 10 (NUMBER10, NUMBER10),#25, 2002,#34, 2002,Yuki
Eyeshield 21 (アイシールド21, アイシールド21),#34, 2002,#29, 2009,Riichiro Inagaki, Yusuke Murata
Sword Breaker (SWORD BREAKER),#35, 2002,#51, 2002,Haruto Umezawa
A•O•N (A・O・N),#44, 2002,#1, 2003,Munenori Michimoto
Ultra Red (Ultra Red, Ultra Red),#45, 2002,#29, 2003,Nakaba Suzuki
Granada -Kyūkoku Kagaku Tankentai- (グラナダ -究極科学探検隊-, グラナダ -究極科学探検隊-),#1, 2003,#16, 2003,Mikio Itō
Tattoo Hearts (TATTOO HEARTS),#2, 2003,#17, 2003,Osamu Kajisa
Yamikami Kou ~Kurayami ni Dokkiri!~ (闇神コウ〜暗闇にドッキリ!〜, 闇神コウ〜暗闇にドッキリ!〜),#18, 2003,#35, 2003,Kimiya Kaji
Santa! (★SANTA!★),#19, 2003,#31, 2003,Kengo Kurando
Kicks Megamix (キックス メガミックス),#28, 2003,#41, 2003,Masayuki Kichikawa
Gocchan desu!! (ごっちゃんです!!),#29, 2003,#16, 2004,Tsunomaru
Busō Renkin (武装錬金, 武装錬金),#30, 2003,#21-22, 2005 (completed in Akamaru Jump),Nobuhiro Watsuki
Kanagawa Isonan Fūtengumi (神奈川磯南風天組, 神奈川磯南風天組),#31, 2003,#51, 2003,Hajime Kazu
Sengoku Rappaden Sasori (戦国乱破伝サソリ, 戦国乱破伝サソリ),#41, 2003,#52, 2003,Tōru Uchimizu
Thoroughbred to Yobanai de (サラブレッドと呼ばないで, サラブレッドと呼ばないで),#42, 2003,#2, 2004,Takayo Hasegawa, Kōhei Fujino
Kannade (神撫手, 神撫手),#43, 2003,#3, 2004,Takeo Horibe
Death Note (DEATH NOTE),#1, 2004,#24, 2006,Tsugumi Ohba, Takeshi Obata
Gintama (銀魂, 銀魂-ぎんたま),#2, 2004[30],present,Hideaki Sorachi
Live (LIVE (漫画)),#3, 2004,#14, 2004,Haruto Umezawa
Steel Ball Run (STEEL BALL RUN),#8, 2004,#47, 2004 (moved to Ultra Jump),Hirohiko Araki
Gedo the Unidentified Mysterious Boy (未確認少年ゲドー, 未確認少年ゲドー),#15, 2004,#12, 2005,Takeshi Okano
Muteki Tetsuhime Spin-chan (無敵鉄姫スピンちゃん, 無敵鉄姫スピンちゃん),#16, 2004,#27, 2004,Amon Dai
Shōnen Guardian (少年守護神),#17, 2004,#28, 2004,Naoki Azuma
Katekyō Hitman Reborn! (家庭教師ヒットマンREBORN!),#26, 2004,#50, 2012,Akira Amano
D.Gray-man (D.Gray-man),#27, 2004,#22-23, 2009 (moved to Jump Square),Katsura Hoshino
Chijō Saisoku Seishun Takkyu Pūyan (地上最速青春卓球少年ぷーやん),#28, 2004,#41, 2004,Kenichi Kiriki
Wāqwāq (Wāqwāq, WāqWāqワークワーク),#40, 2004,#23, 2005,Ryu Fujisaki
